"res_1_min","res_2_min","res_3_min","res_4_min","res_5_min","res_6_min","res_7_min","res_8_min","res_9_min","res_10_min","upper_weber_stor_min","upper_ogden_stor_min","lower_stor_min","total_res_min","current_res_min","moderate_max","severe_max","extreme_max","SA1_max","SA2_max","SA3_max","SA4_max","SA5_max","SA6_max","SA7_max","SA8_max","SA9_max","SA10_max","SA11_max","SA12_max","SA13_max","SA14_max","SA15_max","SA16_max","SA17_max","SA18_max","SA19_max","SA20_max","upper_weber_short_max","upper_ogden_short_max","lower_short_max","system_max","k_2","k_3","k_4","k_5","k_6","k_7","k_8","k_9","k_10","k_11","k_12","k_13","k_14","k_15","k_16","k_17","k_18"
750.9999999,41636.27963,9.999999926,12093.37229,4444.810743,1000,9.999998897,25029,Inf,Inf,60994.02001328,1009.999998897,25029,88061.69333828,88061.69333828,56081.578,52142.25166172,0,-Inf,3986.608363,0,0,0,0,1320,2040,0,0,0,4997.752456,3918.774081,4806,0,0,0,0,0,-Inf,5306.608363,11886.896129,0,12893.5772603,2,2,2,2,2,7,7,7,7,7,7,7,14,14,14,14,14
908.0614558,10593.03148,17110.29723,2936.036712,6849.38894,5508.66913,6461.676311,40773.73044,Inf,Inf,38396.8158178,11970.345441,40773.73044,91140.8916988,91140.8916988,44828.118,20929.4033012,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,2,2,2,2,2,7,7,7,7,7,7,7,14,14,14,17,17
8341.881804,55109.08798,46226.33213,10993.78618,26766.95108,1000,9.999998897,139167.3961,Inf,Inf,164741.26289,1009.999998897,139167.3961,316273.85439305,316273.85439305,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2378.006076,180.7555195,1330.217228,0,0,0,0,0,-Inf,0,3708.223304,0,3708.223304,1,1,1,1,1,1,1,1,10,10,10,10,10,10,16,16,16
8108.305455,53530.86868,53246.51736,19685.02004,35811.99759,2230.845778,10.00000005,185491.9234,Inf,Inf,170382.709125,2240.84577805,185491.9234,358115.47830305,358115.47830305,0,0,0,-Inf,0,0,0,-Inf,0,0,0,-Inf,0,0,-Inf,296.0987595,267,0,0,0,0,0,-Inf,0,563.0987595,0,563.098759500001,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
8350,57132.3274,62409.14175,19918.82723,41545.15061,1000,10743.36822,205908.2041,Inf,Inf,189355.44699,11743.36822,205908.2041,407007.01931,407007.01931,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2156.464008,0,0,0,0,0,0,0,-Inf,0,2156.464008,0,2156.464008,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8350,61260,73940,22510,51200,7870,33846.63632,247302,Inf,Inf,217260,41716.63632,247302,506278.63632,506278.63632,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6
8350,61260,73940,22510,51200,7870,96382.03377,247302,Inf,Inf,217260,104252.03377,247302,568814.03377,568814.03377,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,6,6,6,6,6,6,6,13,13,13,13,13,13
8350,57452.06276,63707.54999,20003.04001,43806.3304,1000,10237.90969,205908.2041,Inf,Inf,193318.98316,11237.90969,205908.2041,410465.09695,410465.09695,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2205.274041,0,0,0,0,0,0,0,-Inf,0,2205.274041,0,2205.274041,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8350,56401.77552,54371.83366,19774.46003,39903.99259,1000,9.999998897,187120.4364,Inf,Inf,178802.0618,1009.999998897,187120.4364,366932.498198897,366932.498198897,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2229.75274,0,3358.978731,0,0,0,0,0,-Inf,0,5588.731471,0,5588.73147100001,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
4249.118124,48596.87051,22736.17397,18716.68847,26895.74665,1000,9.999998897,191737.159,Inf,Inf,121463.058869,1009.999998897,191737.159,322892.15198305,322892.15198305,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2909.645634,204.6090111,267,0,0,0,0,0,-Inf,0,2909.645634,0,2909.645634,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
751,35548.26232,9.999999988,14921.41401,16094.33444,1000,9.999998897,98655.42845,Inf,Inf,67385.542199988,1009.999998897,98655.42845,173474.98056105,173474.98056105,0,0,0,-Inf,7710.512385,0,0,0,0,1320,0,0,0,0,5285.028735,4212.396902,4806,0,0,0,0,0,-Inf,9030.512385,12254.198202,0,14315.54112,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7
7619.673262,51554.087,35560.11248,18768.36521,30273.2293,1000,9.999998897,174521.3386,Inf,Inf,144061.363856,1009.999998897,174521.3386,319592.702454897,319592.702454897,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,3115.743459,445.629271,4806,0,0,0,0,0,-Inf,0,7669.106773,0,7669.10677300001,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
750.9999998,45347.71717,9.999999926,16804.81206,9231.634614,1000,9.999998897,124089.1981,Inf,Inf,72333.984686526,1009.999998897,124089.1981,204646.39262575,204646.39262575,0,0,0,-Inf,2200.529382,0,0,0,0,941.0853712,0,0,0,0,4723.563934,3813.140372,4806,0,0,0,0,0,-Inf,2200.529382,11546.274284,0,11546.274284,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3014.417376,47552.43905,16531.499,17913.59916,16170.33022,1000,9.999998897,173114.8412,Inf,Inf,101446.750173,1009.999998897,173114.8412,275571.591371897,275571.591371897,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,4371.401696,0,4650.8941116,0,0,0,0,0,-Inf,0,7209.1128726,0,7209.1128726,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3303.10012,57934.95924,45188.0464,20599.69345,22993.12061,6259.387319,7506.416398,195128.8374,Inf,Inf,150018.91982,13765.803717,195128.8374,358913.560937,358913.560937,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
750.9999998,39422.60176,9.999999926,16987.10525,13910.18225,1000,9.999998897,83536.10051,Inf,Inf,71314.379339926,1009.999998897,83536.10051,155860.479848823,155860.479848823,17481.374151177,0,0,-Inf,4259.257472,0,0,0,0,1320,2040,0,0,0,4849.002981,3666.918033,4806,0,0,0,0,0,-Inf,5579.257472,11578.032662,0,13573.8556744,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7
8350,61163.97307,66733.08382,21471.20506,25213.45445,5272.292903,5449.146682,201100.2431,Inf,Inf,182972.82554,10721.439585,201100.2431,394794.508225,394794.508225,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8350,56402.93383,53854.27568,20453.65753,31351.44442,3406.88327,1842.466381,181477.8115,Inf,Inf,170412.31146,5249.349651,181477.8115,357139.472611,357139.472611,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8350,57539.33598,62635.09105,20518.5772,40134.37494,3446.56763,2508.75352,167014.0471,Inf,Inf,189177.37917,5955.32115,167014.0471,362146.74742,362146.74742,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7724.455246,51221.349,33134.37972,19341.99088,30048.37959,1000,20975.53011,205908.2041,Inf,Inf,141723.440491,21975.53011,205908.2041,369607.174701,369607.174701,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2566.400911,0,0,0,0,0,0,0,-Inf,0,2566.400911,0,2566.400911,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
7189.72926,50900.66761,32522.06853,19303.49966,29829.03622,1000,22155.82085,205908.2041,Inf,Inf,140010.466705,23155.82085,205908.2041,369074.491655,369074.491655,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2514.64063,0,0,0,0,0,0,0,-Inf,0,2514.64063,0,2514.64062999999,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
2804.161849,46638.26003,9203.158859,18311.97849,23018.9774,1000,20378.48746,191719.2137,Inf,Inf,100185.279642,21743.05954,191719.2137,318408.460882,318408.460882,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,3838.173352,0,0,0,0,0,0,0,-Inf,0,3838.173352,0,3838.173352,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5674.411513,49283.14672,25302.17864,19114.35965,27647.29462,1000,9.999998897,197633.9292,Inf,Inf,127258.897718,1009.999998897,197633.9292,333606.101516897,333606.101516897,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2655.73412,216.1600155,267,0,0,0,0,0,-Inf,0,2655.73412,0,2655.73411999999,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
5308.423858,48793.1297,20616.56951,18794.25517,26468.01539,1000,9.999998897,188449.4006,Inf,Inf,120201.81583,1009.999998897,188449.4006,309661.216428897,309661.216428897,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2732.125724,1638.052881,4806,0,0,0,0,0,-Inf,0,9176.178605,0,9176.17860499999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5786.980503,49282.07478,23364.58083,18989.20505,27241.234,1000,10671.3755,205908.2041,Inf,Inf,124893.445789,11671.3755,205908.2041,342473.025389,342473.025389,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2691.673135,0,0,0,0,0,0,0,-Inf,0,2691.673135,0,2691.673135,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
707.7163237,2120,9.999999926,2500,3004.729851,1000,7.621144618,24188.1381,Inf,Inf,11918.990083,1007.621144618,24188.1381,40376.22007298,40376.22007298,56081.578,61907.805,16432.295117394,-Inf,7593.553136,0,0,0,0,1320,2340,0,0,3141.58063,5971.161974,5848,4806,0,0,490.153065,1197,0,-Inf,12051.304174,13982.805872,1197,18022.466148,2,2,2,5,5,5,5,5,5,11,11,11,11,11,11,11,11
751.0000049,45277.11682,9.999999926,17431.58696,22882.78133,1000,9.999998897,146408.985,Inf,Inf,87224.981535226,1009.999998897,146408.985,243735.17225495,243735.17225495,0,0,0,-Inf,1182.767264,0,0,0,0,0,0,0,0,0,4732.741146,3382.006881,4806,0,0,0,0,0,-Inf,1182.767264,11183.424431,0,11183.424431,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8341.881804,58697.67285,65777.48064,20805.01362,42141.71515,3306.410743,2125.28261,200491.9861,Inf,Inf,195763.764064,5431.693353,200491.9861,401687.443517,401687.443517,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6046.085145,49827.29301,27582.82087,19205.00478,28364.12607,1000,7973.056337,199846.2907,Inf,Inf,131279.599709,9395.199743,199846.2907,346583.003552,346583.003552,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2576.206791,0,0,0,0,0,0,0,-Inf,0,2576.206791,0,2576.206791,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
5113.613549,48439.07156,17593.97847,18692.21939,25683.20081,1000,18920.61068,197182.7835,Inf,Inf,115728.483604,20420.98964,197182.7835,339934.134144,339934.134144,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2802.139091,0,0,0,0,0,0,0,-Inf,0,2802.139091,0,2802.139091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3353.911798,46801.08323,10429.60183,18141.46434,11744.04928,1000,9.999998897,152100.8943,Inf,Inf,98095.29576,1009.999998897,152100.8943,258522.91863005,258522.91863005,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,4482.574455,2107.021639,4806,0,0,0,0,0,-Inf,0,9802.199018,0,9802.199018,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
750.9999999,3393.24653,9.999999926,2500,3090,1000,9.999998897,20621.43509,Inf,Inf,10457.0611102,1009.999998897,20621.43509,33537.94505825,33537.94505825,56081.578,61907.805,24066.681034615,-Inf,3986.608363,0,0,0,0,1320,2040,0,0,0,4997.752456,5422.0084628,4806,0,0,1132.513182,1881,0,-Inf,5306.608363,13460.3689058,3013.513182,16942.3332478,2,2,2,5,5,5,5,5,5,11,11,11,11,11,11,11,11
8341.881804,61073.98523,73940,11415.05781,28292.09538,3241.837251,1299.724341,144161.3879,Inf,Inf,183063.020224,4541.561592,144161.3879,331765.969716,331765.969716,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,1,1,1,1,1,1,10,10,10,10,10,10,16,16,16
7733.419589,52661.69955,46873.92465,19164.20401,34713.9854,1000,9.999998897,183885.6556,Inf,Inf,162500.553126,1009.999998897,183885.6556,357815.194024897,357815.194024897,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2269.734456,296.0987595,267,0,0,0,0,0,-Inf,0,2269.734456,0,2269.73445600001,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
8341.881804,57007.33035,55988.56864,20523.18629,35864.14994,3276.975957,18446.943,200696.2271,Inf,Inf,177725.117024,21723.918957,200696.2271,400145.263081,400145.263081,0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,-Inf,0,-Inf,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4249.118124,48596.87051,22736.17397,18716.68847,26895.74665,1000,9.999998897,191737.159,Inf,Inf,121463.058869,1009.999998897,191737.159,322892.15198305,322892.15198305,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2909.645634,204.6090111,267,0,0,0,0,0,-Inf,0,2909.645634,0,2909.645634,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
751,35548.26232,9.999999988,14921.41401,16094.33444,1000,9.999998897,98655.42845,Inf,Inf,67385.542199988,1009.999998897,98655.42845,173474.98056105,173474.98056105,0,0,0,-Inf,7710.512385,0,0,0,0,1320,0,0,0,0,5285.028735,4212.396902,4806,0,0,0,0,0,-Inf,9030.512385,12254.198202,0,14315.54112,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7
5940.057479,49848.83852,28344.55084,18921.065,28540.66015,1000,10.00000015,199649.5179,Inf,Inf,131857.325963,1078.23899306,199649.5179,337333.92815606,337333.92815606,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2541.352342,0,191.32265876,0,0,0,0,0,-Inf,0,2541.352342,0,2541.352342,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
7619.673262,51554.087,35560.11248,18768.36521,30273.2293,1000,9.999998897,165643.1898,Inf,Inf,144061.363856,1009.999998897,165643.1898,319592.702454897,319592.702454897,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,3115.743459,445.629271,4806,0,0,0,0,0,-Inf,0,7669.106773,0,7669.10677300001,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
8350,61260,73940,22097.34487,51107.52294,6964.551088,93102.86993,239958.39,Inf,Inf,216754.86781,100972.86993,239958.39,565307.965598,565307.965598,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,6,6,6,6,6,6,6,13,13,13,13,13,13
750.9999998,45957.12264,9.999999926,17171.18952,15256.0164,1000,9.999998897,135387.8157,Inf,Inf,85583.956663826,1009.999998897,135387.8157,240901.51491405,240901.51491405,0,0,0,-Inf,1833.971659,0,0,0,0,897.3151951,0,0,0,0,4595.350869,3100.941884,4806,0,0,0,0,0,-Inf,1833.971659,10726.366806,0,10726.366806,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
750.9999998,45347.71717,9.999999926,16804.81206,9231.634614,1000,9.999998897,124089.1981,Inf,Inf,72333.984686526,1009.999998897,124089.1981,204646.39262575,204646.39262575,0,0,0,-Inf,2200.529382,0,0,0,0,941.0853712,0,0,0,0,4723.563934,3813.140372,4806,0,0,0,0,0,-Inf,2200.529382,11546.274284,0,11546.274284,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3014.417376,47552.43905,16531.499,17913.59916,16170.33022,1000,9.999998897,162453.6637,Inf,Inf,101446.750173,1009.999998897,162453.6637,273873.09444105,273873.09444105,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,4371.401696,164.4701492,4650.8941116,0,0,0,0,0,-Inf,0,7209.1128726,0,7209.1128726,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
750.9999998,39422.60176,9.999999926,16987.10525,13910.18225,1000,9.999998897,83536.10051,Inf,Inf,71314.379339926,1009.999998897,83536.10051,155860.479848823,155860.479848823,17481.374151177,0,0,-Inf,4259.257472,0,0,0,0,1320,2040,0,0,0,4849.002981,3666.918033,4806,0,0,0,0,0,-Inf,5579.257472,11578.032662,0,13573.8556744,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7
1554.069544,34816.52721,9.999999988,12572.28603,14407.44269,1000,44573.88398,133478.4568,Inf,Inf,67948.911799988,45573.88398,133478.4568,298713.061488,298713.061488,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,1428.59913,3723.407221,949.5,267,0,0,0,0,0,-Inf,1428.59913,3723.407221,0,5152.006351,1,1,1,1,1,1,1,1,10,10,12,12,12,15,15,15,15
751,12214.85916,9.999999988,13505.42576,3025.959122,1000,4.524106202,112634.0694,Inf,Inf,31593.825860988,1004.524106202,112634.0694,147605.696846955,147605.696846955,16587.88973281,0,0,-Inf,4685.699188,0,0,0,0,1320,2340,0,0,15257,5929.974225,8600,5874,0,0,0,0,0,-Inf,23336.1543064,19448.525179,0,31211.2735344,2,2,2,2,2,7,7,9,9,9,9,9,9,9,9,9,9
751,19179.93958,9.999999988,15217.88889,3025.959145,1000,9.999998897,175549.5342,Inf,Inf,38248.828470988,1009.999998897,175549.5342,214808.362669885,214808.362669885,0,0,0,-Inf,772.651522,0,0,0,0,1018,2340,0,0,0,3824.525176,0,0,0,0,0,0,0,-Inf,4130.651522,3824.525176,0,7955.176698,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,18
1539.143885,32247.01073,29171.20168,17234.67527,8335.868164,6435.80055,12769.4436,214600.724,Inf,Inf,88527.899729,19205.24415,214600.724,322333.867879,322333.867879,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
751,5458.783456,9.999999936,15271.64338,3030.934385,1000,9.999998897,97504.55841,Inf,Inf,28086.905174988,1009.999998897,97504.55841,139956.46917205,139956.46917205,31547.942017103,0,0,-Inf,0,0,0,0,0,472.706392,2340,0,0,5456.04194,4684.525176,5159.9091876,4806,0,0,0,0,0,-Inf,5456.04194,12907.1872236,0,14701.0624522,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7
7944.87074,54187.16518,28296.16175,20022.06479,17909.8277,2865.946422,50012.73238,245709.4179,Inf,Inf,128360.09016,52878.678802,245709.4179,426948.186862,426948.186862,0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,-Inf,0,-Inf,0,0,1,1,1,1,1,1,1,1,10,10,12,12,12,12,12,12,12
750.9999999,29007.82345,9.999999988,17326.78674,14852.62765,1000,3461.119641,203336.0647,Inf,Inf,61948.237839988,4976.459142,203336.0647,271837.508181988,271837.508181988,0,0,0,-Inf,3535.096824,0,0,0,0,0,0,0,0,0,4564.525176,0,0,0,0,0,0,0,-Inf,3535.096824,4564.525176,0,6961.76197599999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,18
6659.528742,49691.56323,8176.572752,19236.75171,13606.3302,2336.201428,3624.932964,199299.3977,Inf,Inf,97370.746634,5961.134392,199299.3977,302631.278726,302631.278726,0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,-Inf,0,-Inf,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5268.575995,47875.41404,13407.97641,18259.37558,16379.41164,1000,8493.043998,216790.7768,Inf,Inf,101306.500766,9493.043998,216790.7768,327590.321564,327590.321564,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2731.278035,0,0,0,0,0,0,0,-Inf,0,2731.278035,0,2731.278035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1581.852171,34816.52721,9.999999988,13380.05676,14407.44269,1000,44320.29826,143553.4238,Inf,Inf,67948.911799988,45517.020421,143553.4238,329608.085279988,329608.085279988,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,1428.59913,3723.407221,0,0,0,0,0,0,0,-Inf,1428.59913,3723.407221,0,5152.006351,1,1,1,1,1,1,1,1,10,10,12,12,12,15,15,15,15
6629.033539,56266.15147,67211.34969,20563.72103,48262.19282,3955.24329,79824.76694,234746.4144,Inf,Inf,198932.448549,83780.01023,234746.4144,517458.873179,517458.873179,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6
1152.686169,29865.99291,9.999999988,13505.42576,3090,1000,7.621144618,142188.6107,Inf,Inf,59888.307923988,1007.621144618,142188.6107,208022.33599605,208022.33599605,0,0,0,-Inf,0,0,0,0,0,0,2040,0,0,0,4584.525176,5848,5874,0,0,0,0,0,-Inf,2040,15044.968237,0,15155.3507107,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,18
751,12214.85916,9.999999988,15285.93285,3025.959122,1000,4.524106202,112634.0694,Inf,Inf,31593.825860988,1004.524106202,112634.0694,147605.696846955,147605.696846955,16587.88973281,0,0,-Inf,4685.699188,0,0,0,0,1320,2340,0,0,15257,5929.974225,8600,5874,0,0,0,0,0,-Inf,23336.1543064,19448.525179,0,31211.2735344,2,2,2,2,2,7,7,9,9,9,9,9,9,9,9,9,9
751,19179.93958,9.999999988,15217.88889,3025.959145,1000,9.999998897,170220.457,Inf,Inf,38248.828470988,1009.999998897,170220.457,214808.362669885,214808.362669885,0,0,0,-Inf,772.651522,0,0,0,0,1018,2340,0,0,0,3824.525176,0,0,0,0,0,0,0,-Inf,4130.651522,3824.525176,0,7955.176698,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,18
751,5458.783456,9.999999936,18101.60884,3030.934385,1000,9.999998897,97504.55841,Inf,Inf,28086.905174988,1009.999998897,97504.55841,139956.46917205,139956.46917205,31547.942017103,0,0,-Inf,0,0,0,0,0,472.706392,2340,0,0,4600.65736,4294.525176,5159.9091876,4806,0,0,0,0,0,-Inf,4600.65736,12907.1872236,0,14701.0624522,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7
